Temperature,Humidity,Moisture,pH,Soil Type,Tea Type,Nitrogen,Potassium,Phosphorous,Size of land,Kilos Produced,Number of Bushes,Fertilizer Name,Number of Bags
29,74,66,4.795794076108027,Loam,Black,30,34,21,8,1325,683,NPK 5-10-5,26
21,67,66,7.498921330856231,Clay,Oolong,49,27,12,19,907,1031,NPK 20-20-10,18
24,79,52,5.101407847607522,Sandy,Green,44,16,6,18,1392,1195,NPK 20-20-10,27
30,66,61,6.029310051826226,Sandy,Black,29,33,17,14,1053,1497,NPK 5-10-5,21
27,69,65,7.971269688837957,Sandy,Black,39,35,19,17,737,996,NPK 5-10-5,14
24,65,52,6.425019621787145,Clay,Oolong,42,19,20,6,1050,1489,NPK 5-10-5,21
21,75,53,5.8083851964269035,Loam,Oolong,35,24,7,15,1157,536,Organic,23
23,68,52,7.6822128619324825,Sandy,Green,37,21,16,13,957,1250,Organic,19
24,73,62,5.315931964468986,Loam,Green,32,37,13,15,1334,1400,NPK 20-20-10,26
25,66,66,6.345631775056322,Clay,Green,50,27,15,12,1492,771,Organic,29
27,72,64,5.815185422037876,Sandy,Black,36,32,9,12,983,1030,NPK 5-10-5,19
21,74,67,4.900503678799035,Loam,Oolong,27,23,12,5,1063,862,Organic,21
20,74,59,7.2721361631407975,Clay,Green,44,17,19,11,675,1454,NPK 5-10-5,13
20,74,59,8.33829476241847,Sandy,Black,49,16,9,15,1221,1023,NPK 20-20-10,24
30,67,64,5.137879626890118,Loam,Black,46,15,9,17,616,1066,NPK 20-20-10,12
28,64,62,7.3364034530410045,Sandy,Oolong,25,20,19,19,1142,660,NPK 20-20-10,22
26,67,52,6.89124230021555,Sandy,Green,35,29,20,15,1058,797,NPK 5-10-5,21
29,73,67,7.7805616796081,Clay,Oolong,25,36,29,14,990,770,NPK 20-20-10,19
27,75,69,5.074094014598855,Loam,Oolong,49,38,9,20,714,1262,NPK 5-10-5,14
23,66,67,5.008031417126283,Loam,Black,44,17,9,15,928,634,NPK 20-20-10,18
25,73,55,4.829038009365349,Sandy,Green,41,28,30,8,846,838,NPK 5-10-5,16
21,63,68,6.218242883580373,Clay,Black,45,40,20,14,1110,1084,NPK 5-10-5,22
24,75,66,4.633947770305327,Loam,Black,27,25,21,9,1105,552,NPK 20-20-10,22
29,77,59,7.183688895223312,Sandy,Oolong,42,24,12,14,1023,875,NPK 5-10-5,20
24,60,51,6.588862274692795,Clay,Oolong,44,32,27,8,1266,838,NPK 5-10-5,25
28,80,54,6.403352579335061,Loam,Black,39,28,11,5,1164,1229,Organic,23
21,66,51,5.705780021208657,Sandy,Oolong,35,16,15,5,1380,557,Organic,27
22,72,62,7.605957309882504,Clay,Green,49,31,18,5,1120,1058,NPK 5-10-5,22
28,60,68,6.322556869363382,Sandy,Oolong,49,27,12,7,1435,1093,Organic,28
24,64,67,6.377439865959793,Clay,Oolong,42,33,17,16,913,739,NPK 5-10-5,18
29,60,56,4.872989652834176,Clay,Green,48,27,18,20,1084,1356,Organic,21
24,60,54,5.287364785481501,Sandy,Green,43,32,30,9,791,1338,NPK 20-20-10,15
25,69,64,6.676141157576415,Loam,Green,25,21,25,17,828,655,NPK 5-10-5,16
20,69,58,7.324973935536523,Loam,Green,35,17,14,5,1195,557,NPK 20-20-10,23
29,73,53,7.619353046469328,Clay,Green,47,35,28,18,901,1083,NPK 5-10-5,18
26,66,64,5.962166165878737,Clay,Oolong,42,25,20,11,733,1122,NPK 20-20-10,14
25,63,67,5.050305001517232,Sandy,Oolong,48,36,24,14,1091,662,NPK 20-20-10,21
28,69,70,7.294305735143553,Clay,Black,44,39,28,17,1323,1112,NPK 20-20-10,26
28,60,59,5.420119052396233,Loam,Black,50,22,30,20,664,1143,NPK 5-10-5,13
28,80,54,8.176570903978586,Sandy,Black,46,19,14,9,591,1264,NPK 20-20-10,11
27,66,50,7.1365538277949785,Sandy,Green,41,39,17,7,958,1403,NPK 20-20-10,19
28,73,53,8.184183976312356,Clay,Black,43,15,29,17,751,639,NPK 5-10-5,15
25,66,52,6.437592241807815,Clay,Black,39,23,8,12,502,675,Organic,10
25,73,62,7.52318944050602,Clay,Oolong,29,35,14,16,1059,1378,Organic,21
22,63,67,7.77556766935508,Loam,Oolong,45,25,13,9,1393,1484,NPK 20-20-10,27
28,68,58,7.89856411653359,Loam,Black,38,24,25,17,600,1489,NPK 20-20-10,12
27,80,59,5.939589874920509,Clay,Black,29,36,13,5,1341,545,NPK 5-10-5,26
24,60,58,6.035959194869589,Loam,Oolong,44,17,22,18,1298,1280,NPK 5-10-5,25
29,63,56,6.170929568183778,Loam,Green,46,25,23,14,1084,1236,NPK 20-20-10,21
24,80,60,4.730020118619096,Sandy,Black,34,23,18,15,533,527,NPK 5-10-5,10
29,68,57,6.114300363579755,Clay,Oolong,29,20,18,20,862,1260,NPK 20-20-10,17
26,60,66,6.045099181170064,Loam,Green,29,25,14,7,1122,709,NPK 20-20-10,22
20,76,69,6.649603077896952,Sandy,Oolong,45,35,23,19,794,1292,Organic,15
23,78,56,7.583247427692026,Loam,Black,38,23,21,10,681,1101,NPK 5-10-5,13
22,62,57,7.14914381972129,Sandy,Oolong,40,23,13,20,1269,676,Organic,25
23,76,56,7.63850277263923,Loam,Green,45,21,14,14,661,744,NPK 20-20-10,13
30,78,57,5.07237039755827,Sandy,Oolong,36,16,11,14,1304,678,Organic,26
20,69,52,6.906579271842226,Clay,Green,50,39,19,7,1195,1193,NPK 5-10-5,23
30,72,67,8.42782937922211,Sandy,Green,40,31,21,18,1482,786,Organic,29
28,66,65,5.649018939367167,Loam,Black,41,31,17,18,1337,804,NPK 5-10-5,26
28,71,66,7.675721738134613,Sandy,Black,36,31,6,17,669,1134,NPK 20-20-10,13
27,69,61,6.2554433586243725,Loam,Green,41,34,16,6,889,1249,NPK 20-20-10,17
25,64,70,5.366020770631355,Sandy,Green,25,40,16,20,1243,894,NPK 20-20-10,24
30,70,62,5.3129438824879225,Sandy,Oolong,42,19,27,15,817,1409,NPK 20-20-10,16
26,69,62,8.110394206076945,Clay,Green,48,40,20,8,864,1463,NPK 5-10-5,17
28,69,61,8.346283455149653,Clay,Black,26,24,11,16,1017,1314,NPK 5-10-5,20
20,80,66,6.455669843162296,Loam,Green,49,22,7,13,837,982,NPK 20-20-10,16
20,72,62,6.481382080792743,Sandy,Green,42,24,10,11,1092,889,Organic,21
21,80,67,8.276883780495211,Sandy,Oolong,30,31,27,6,1495,1496,Organic,29
28,68,55,6.719220403492379,Sandy,Black,27,29,24,7,1087,1378,NPK 5-10-5,21
25,76,67,7.863510557724835,Clay,Green,28,19,19,8,1054,1273,Organic,21
30,75,57,8.327587531161097,Loam,Oolong,32,22,15,9,1237,1456,Organic,24
23,80,63,7.630635124960753,Loam,Black,29,27,14,16,876,755,Organic,17
30,78,67,7.723577735516651,Sandy,Green,50,21,7,17,1361,972,NPK 5-10-5,27
27,79,59,6.479213403987469,Sandy,Green,31,39,30,15,1329,1413,NPK 20-20-10,26
25,64,53,8.162812452516508,Loam,Black,40,26,8,5,1227,1174,NPK 20-20-10,24
29,63,59,6.65782245293127,Sandy,Oolong,35,17,23,9,615,1319,NPK 5-10-5,12
20,65,52,5.136090322286565,Loam,Black,38,28,27,12,892,1051,NPK 5-10-5,17
25,69,62,8.38913906215002,Loam,Oolong,26,22,22,13,1042,559,NPK 5-10-5,20
24,61,69,5.573902116456198,Clay,Oolong,47,32,13,18,1164,876,NPK 20-20-10,23
27,78,69,7.767762899375157,Clay,Green,40,35,11,18,772,925,NPK 20-20-10,15
26,73,55,6.30506067788454,Loam,Black,41,36,13,7,1021,1477,NPK 20-20-10,20
29,79,54,7.644769552646516,Loam,Green,48,26,11,6,842,560,Organic,16
21,75,70,5.958050991062459,Sandy,Black,38,40,6,13,1067,568,NPK 20-20-10,21
25,72,70,8.474359175130616,Sandy,Green,26,16,25,16,1086,509,NPK 20-20-10,21
20,70,68,7.77171392201222,Loam,Black,49,20,10,18,652,736,NPK 20-20-10,13
26,79,68,5.129090041429496,Sandy,Green,26,16,8,15,1294,1309,NPK 20-20-10,25
24,70,64,5.3007134979651545,Sandy,Oolong,31,25,9,11,773,686,Organic,15
27,74,67,7.715731951020546,Sandy,Oolong,42,25,19,5,1402,790,NPK 5-10-5,28
20,64,58,5.660106604798312,Sandy,Oolong,36,29,20,12,992,578,NPK 20-20-10,19
23,72,51,8.422017777966001,Clay,Black,29,33,11,8,1387,1386,NPK 5-10-5,27
28,60,57,7.41118526242567,Sandy,Black,31,29,15,16,1246,939,Organic,24
28,79,57,7.614856473748704,Loam,Green,25,35,6,10,1143,909,NPK 20-20-10,22
28,68,54,5.115461897446594,Loam,Black,50,26,24,14,1283,614,NPK 20-20-10,25
25,64,65,4.790713851548408,Loam,Green,40,33,8,9,698,611,NPK 5-10-5,13
24,68,67,4.612593006645967,Sandy,Black,46,22,12,13,510,992,NPK 5-10-5,10
20,74,66,7.139855925778323,Clay,Green,31,38,18,14,992,1498,NPK 5-10-5,19
25,72,51,4.815297468202996,Clay,Oolong,34,20,23,10,805,1322,Organic,16
25,75,54,7.803620327306282,Clay,Black,49,22,26,16,969,801,Organic,19
27,78,51,5.802645083735461,Clay,Black,43,33,14,8,556,791,NPK 5-10-5,11
25,77,67,6.106808954255974,Clay,Green,45,18,21,11,877,1428,NPK 5-10-5,17
23,75,52,7.255233889205493,Sandy,Green,30,36,21,8,1049,934,NPK 5-10-5,20
25,66,53,7.665258370008787,Sandy,Green,36,15,29,6,641,770,NPK 5-10-5,12
24,75,54,7.469094937228821,Sandy,Green,29,18,5,15,930,1327,NPK 5-10-5,18
25,67,50,4.683446763258037,Sandy,Black,29,24,5,11,1204,648,NPK 20-20-10,24
25,80,59,5.244623695775468,Sandy,Oolong,44,30,11,8,598,919,NPK 20-20-10,11
22,64,53,7.3508837558414974,Sandy,Black,38,17,29,6,782,1190,NPK 5-10-5,15
27,62,52,6.298752079668713,Clay,Oolong,34,31,23,14,892,1390,Organic,17
22,79,61,7.826617323210225,Sandy,Oolong,38,35,20,18,656,1083,NPK 20-20-10,13
24,64,62,7.365478648933809,Sandy,Black,27,33,23,20,1114,1421,NPK 5-10-5,22
28,78,69,7.642421161598479,Sandy,Black,28,30,12,11,801,636,NPK 20-20-10,16
26,72,55,6.6983535274269705,Loam,Oolong,41,23,5,6,1491,587,Organic,29
21,61,58,6.194135522299137,Loam,Black,29,21,7,10,1103,1052,Organic,22
30,77,59,7.8528935053340785,Sandy,Black,26,34,14,19,1293,860,Organic,25
29,63,58,6.240022104779515,Loam,Black,32,19,28,13,1230,904,Organic,24
23,80,57,7.805007928340579,Loam,Black,42,25,16,20,543,531,NPK 20-20-10,10
20,73,61,6.909603495264031,Clay,Green,46,16,28,19,757,505,Organic,15
30,75,63,8.363244011535487,Clay,Black,34,36,21,17,639,1045,Organic,12
27,62,63,6.394460019088337,Loam,Green,31,26,14,6,607,1209,NPK 20-20-10,12
29,76,63,6.8299813572588235,Clay,Black,30,17,26,10,1129,990,NPK 5-10-5,22
30,79,70,7.8553179656575285,Sandy,Black,42,20,11,8,1036,1434,Organic,20
20,68,50,5.6957625527578415,Loam,Green,30,22,25,17,1143,972,NPK 5-10-5,22
26,76,66,7.374519650718243,Loam,Green,28,21,17,15,921,1348,NPK 5-10-5,18
26,63,50,6.726025903286199,Loam,Black,32,17,8,9,951,671,NPK 20-20-10,19
27,70,59,5.544873774984524,Loam,Black,29,27,8,16,1034,545,NPK 5-10-5,20
30,77,66,5.141522527305323,Clay,Oolong,38,17,14,8,1485,719,Organic,29
21,70,57,4.628613246741335,Clay,Oolong,29,29,15,8,1280,1259,Organic,25
30,69,54,7.714067285100815,Clay,Black,48,20,8,8,1325,1027,NPK 5-10-5,26
28,68,69,7.929253114921497,Clay,Oolong,28,23,27,13,1203,1474,NPK 5-10-5,24
27,79,52,6.550144173875626,Clay,Green,49,37,6,14,692,525,Organic,13
21,70,67,7.676419140237851,Clay,Green,36,29,19,6,1186,1411,NPK 20-20-10,23
21,74,66,8.44638199068389,Sandy,Green,30,30,12,11,1402,798,NPK 20-20-10,28
26,66,68,4.836050965903666,Clay,Black,29,29,9,9,664,1482,NPK 5-10-5,13
30,78,56,5.246750176317077,Sandy,Green,34,23,21,6,1156,1007,Organic,23
29,74,64,5.6447628944924695,Clay,Green,42,25,28,14,1345,787,NPK 5-10-5,26
29,65,61,4.850929947555613,Sandy,Green,41,18,15,5,846,1473,Organic,16
25,76,70,5.060541376807112,Loam,Green,32,29,16,13,1249,892,Organic,24
23,63,63,6.098848296732077,Clay,Black,49,36,23,14,1439,585,NPK 5-10-5,28
23,70,51,5.0438912599030115,Clay,Black,43,22,13,7,1228,1123,NPK 5-10-5,24
25,71,67,4.630370809118457,Loam,Green,45,29,13,10,846,1372,NPK 5-10-5,16
25,61,59,6.74718124632172,Clay,Oolong,25,26,29,13,990,1073,Organic,19
23,61,50,5.118572375779065,Sandy,Oolong,26,33,24,19,1232,530,NPK 20-20-10,24
27,80,57,5.302938709059502,Loam,Oolong,39,15,15,6,896,1049,NPK 20-20-10,17
25,60,52,8.246984543214257,Clay,Green,45,33,16,13,642,1396,NPK 20-20-10,12
27,69,62,6.070690935439324,Loam,Oolong,47,16,17,16,1082,708,Organic,21
23,61,68,6.559719457428669,Sandy,Green,42,34,18,12,1211,554,NPK 5-10-5,24
21,67,50,7.158442727942244,Clay,Green,47,33,17,14,1407,806,NPK 5-10-5,28
30,74,66,7.854719597048885,Sandy,Green,43,26,23,6,828,1192,NPK 5-10-5,16
23,75,58,7.627927865703788,Loam,Oolong,46,28,26,14,650,1127,NPK 20-20-10,13
27,60,60,8.089251605078477,Loam,Black,50,40,5,20,582,1394,NPK 20-20-10,11
20,74,67,7.507942628387954,Loam,Black,44,31,20,6,1475,1447,NPK 20-20-10,29
25,60,61,4.8009575151256065,Clay,Green,29,40,20,7,730,1421,NPK 5-10-5,14
30,61,59,5.887829997775427,Loam,Oolong,25,34,17,16,710,690,NPK 20-20-10,14
28,67,55,5.209203327583024,Sandy,Black,43,29,5,18,805,1202,NPK 20-20-10,16
26,60,67,7.030169657452179,Clay,Black,42,25,7,10,1119,1067,NPK 20-20-10,22
29,76,56,7.780302180051153,Loam,Black,44,36,10,17,1074,1079,NPK 5-10-5,21
24,65,57,8.033469906243665,Sandy,Oolong,30,23,16,14,613,593,NPK 5-10-5,12
26,61,60,6.7220178638996755,Loam,Oolong,34,18,15,6,946,1373,NPK 20-20-10,18
20,73,66,7.811590122963313,Sandy,Green,26,40,8,6,641,1050,NPK 5-10-5,12
28,74,53,6.355153983512471,Loam,Green,32,35,8,16,523,1373,NPK 20-20-10,10
24,77,51,7.407346629135199,Sandy,Oolong,48,21,23,15,1391,963,Organic,27
26,73,58,6.281475425754717,Sandy,Green,34,15,16,12,765,1198,NPK 5-10-5,15
27,69,63,6.372857853110199,Clay,Green,33,40,17,18,557,721,Organic,11
24,60,68,7.513801829776854,Loam,Green,31,28,12,12,875,623,Organic,17
21,68,68,6.283160587797965,Sandy,Oolong,35,39,28,10,1209,1408,Organic,24
30,65,63,7.270225469768777,Clay,Black,32,39,17,11,1283,1351,NPK 5-10-5,25
29,75,50,7.223672831259027,Sandy,Green,33,20,20,18,1071,795,Organic,21
27,68,50,7.518919344982329,Sandy,Oolong,30,40,29,16,664,1275,NPK 20-20-10,13
27,76,56,4.591896480549793,Clay,Black,27,26,29,11,1185,1187,Organic,23
27,79,60,6.3292720677351415,Clay,Oolong,29,24,15,18,791,755,NPK 5-10-5,15
26,75,65,8.293079016636229,Clay,Black,28,36,27,19,1178,714,Organic,23
29,74,50,6.374374621545155,Loam,Black,42,26,23,9,1103,609,NPK 5-10-5,22
25,69,57,7.51725294398338,Loam,Black,45,25,6,14,519,1192,NPK 5-10-5,10
26,60,56,4.605997607014142,Sandy,Oolong,41,16,13,16,1393,1110,Organic,27
24,71,50,7.340483598455402,Loam,Green,41,35,7,15,1079,1183,Organic,21
29,76,53,7.538885127550389,Clay,Black,45,37,27,5,803,1217,Organic,16
24,62,57,5.658183560549542,Loam,Black,38,28,6,18,1310,1181,NPK 20-20-10,26
21,72,50,5.5904969332883425,Clay,Green,29,24,22,19,1102,711,NPK 5-10-5,22
20,61,68,7.9894479282072695,Loam,Green,37,24,22,7,842,822,NPK 5-10-5,16
20,68,57,8.230454528451322,Loam,Black,29,26,17,10,1500,1275,NPK 5-10-5,30
24,61,51,5.216959968898368,Loam,Black,40,39,26,18,1019,928,NPK 5-10-5,20
20,63,60,7.742551734472784,Sandy,Black,38,35,28,17,774,879,NPK 20-20-10,15
26,73,70,7.9358529158273,Loam,Oolong,44,17,5,9,647,1224,Organic,12
23,74,67,8.06732045433711,Clay,Black,37,33,10,15,1126,1181,Organic,22
25,74,53,7.9664558720466125,Clay,Black,35,37,25,16,968,1291,Organic,19
28,67,68,5.654949506552156,Loam,Oolong,27,21,6,16,1236,987,Organic,24
30,74,67,4.857825788643164,Sandy,Green,31,31,12,17,1069,1329,NPK 20-20-10,21
23,64,54,6.738073442451932,Loam,Oolong,43,29,21,19,1179,580,NPK 5-10-5,23
27,69,70,6.519053537657488,Clay,Green,35,23,13,15,1433,1161,NPK 5-10-5,28
24,65,58,5.72142616737894,Clay,Black,34,21,11,12,558,1004,Organic,11
21,78,65,7.284964119082726,Loam,Oolong,43,37,25,11,1191,1151,NPK 5-10-5,23
30,62,54,7.142095857851289,Loam,Green,25,16,15,18,1330,611,Organic,26
24,77,50,7.285027131737261,Loam,Oolong,32,31,13,19,1353,1309,Organic,27
27,79,64,7.185157956160058,Sandy,Green,26,40,14,10,596,1439,NPK 20-20-10,11
28,77,70,7.9938323269769604,Sandy,Oolong,42,29,17,9,1082,524,Organic,21
30,67,66,5.964011145734057,Loam,Oolong,50,32,30,9,1318,1301,NPK 5-10-5,26
20,79,68,6.153712894760681,Clay,Green,28,39,18,5,1261,958,Organic,25
28,73,61,6.931519088058197,Clay,Black,36,39,24,6,800,695,NPK 5-10-5,16
30,77,56,6.583704782415714,Sandy,Green,43,36,20,8,1150,606,NPK 20-20-10,23
24,74,59,5.632233427448847,Sandy,Green,48,29,26,9,1421,849,Organic,28
29,72,60,5.691734317962895,Loam,Green,45,36,21,16,742,920,Organic,14
27,80,67,4.766494360227412,Clay,Oolong,29,25,21,12,1139,1005,NPK 5-10-5,22
28,65,69,8.369142673492702,Sandy,Black,36,40,5,14,515,1236,NPK 5-10-5,10
26,63,68,4.981993421831698,Clay,Oolong,36,30,28,7,700,1323,NPK 20-20-10,14
29,67,57,6.351756184057721,Clay,Oolong,37,24,14,6,1144,678,Organic,22
28,75,63,4.921339257730087,Loam,Black,42,40,26,14,1084,503,Organic,21
20,61,52,5.001209623197109,Loam,Oolong,46,19,21,18,1196,1263,NPK 5-10-5,23
25,75,66,7.23523541287504,Loam,Oolong,44,31,22,13,1142,1450,Organic,22
23,79,64,7.824270439162057,Sandy,Oolong,47,24,24,13,1430,1421,NPK 20-20-10,28
20,80,64,6.591848215191753,Sandy,Green,49,31,25,14,941,1469,Organic,18
25,66,58,6.294120442575801,Clay,Black,49,39,6,16,1135,1058,NPK 5-10-5,22
27,79,69,8.014514791450404,Sandy,Oolong,27,27,11,10,661,1366,NPK 5-10-5,13
22,75,59,8.026944297796426,Sandy,Oolong,50,23,30,12,1290,793,NPK 20-20-10,25
30,69,58,6.775678392412764,Loam,Black,31,20,14,20,793,682,NPK 5-10-5,15
25,67,61,4.988440958892411,Clay,Black,38,27,11,20,867,661,NPK 5-10-5,17
20,62,50,5.12200853681455,Sandy,Green,40,23,7,20,1343,1145,Organic,26
27,66,58,6.940917236125777,Sandy,Black,34,17,20,17,1318,1213,NPK 5-10-5,26
29,75,67,7.754076780033281,Clay,Oolong,46,35,13,7,1373,730,NPK 5-10-5,27
25,68,55,5.577472595800647,Clay,Green,40,30,24,11,1075,830,NPK 5-10-5,21
28,76,70,7.197678502538375,Sandy,Black,36,40,23,9,523,969,NPK 5-10-5,10
23,64,69,6.906011021057848,Clay,Green,44,31,9,6,1094,1369,NPK 5-10-5,21
24,68,65,6.675498896811807,Clay,Black,38,29,26,9,1415,691,Organic,28
21,67,66,7.190495806017051,Clay,Black,45,23,21,11,785,1241,Organic,15
23,77,68,4.642877223893754,Sandy,Green,37,29,21,8,925,584,NPK 20-20-10,18
23,62,66,5.975462698753729,Sandy,Green,47,29,10,8,1308,1288,NPK 5-10-5,26
28,60,70,6.191204245077702,Sandy,Oolong,41,20,7,20,1487,667,NPK 5-10-5,29
30,60,56,5.3158540300787624,Loam,Green,46,21,29,20,933,658,NPK 20-20-10,18
27,69,59,6.10613562462979,Clay,Black,30,36,25,16,979,1492,Organic,19
30,60,53,8.383954000049751,Sandy,Black,32,17,26,9,1359,640,Organic,27
27,75,60,6.137143465668524,Loam,Green,39,16,15,12,906,1142,NPK 5-10-5,18
24,69,50,4.781144147548574,Clay,Green,32,28,29,18,948,1484,Organic,18
23,73,67,4.843559884312849,Clay,Black,43,37,10,5,512,1344,NPK 5-10-5,10
20,78,67,7.423639573079859,Loam,Black,39,20,9,13,1452,989,Organic,29
25,62,51,4.6430499841684725,Sandy,Black,49,37,9,12,500,1028,NPK 20-20-10,10
24,79,57,6.205644256187848,Loam,Black,49,36,14,9,1227,899,NPK 20-20-10,24
25,60,53,5.6895221300818495,Loam,Green,32,32,26,13,1234,728,Organic,24
20,62,57,6.198217050773961,Loam,Black,48,15,27,17,1500,596,Organic,30
24,78,69,5.62056034700214,Loam,Black,31,22,20,11,1424,668,Organic,28
22,70,63,6.601491445100877,Sandy,Black,48,20,16,19,866,559,NPK 5-10-5,17
20,61,52,5.056882151986896,Sandy,Oolong,40,32,25,11,909,747,Organic,18
20,79,56,7.952420771302076,Sandy,Green,40,18,28,6,1214,1433,Organic,24
26,66,53,7.2625613941102,Sandy,Oolong,28,22,20,16,1194,1350,NPK 5-10-5,23
24,80,61,4.653787531730453,Loam,Black,33,21,30,5,853,525,NPK 5-10-5,17
22,68,64,6.795898589325558,Sandy,Oolong,26,21,6,16,806,878,Organic,16
24,68,67,8.392459157416551,Sandy,Green,45,20,30,18,569,1440,NPK 5-10-5,11
28,71,52,6.1836416354765085,Loam,Black,31,22,5,16,775,1330,NPK 5-10-5,15
20,68,59,8.25535928833948,Clay,Black,49,29,20,12,1130,1048,Organic,22
29,67,52,7.731088128357982,Clay,Green,32,31,30,16,748,696,NPK 20-20-10,14
21,64,63,4.658858218354698,Sandy,Green,35,35,16,18,1259,1463,NPK 5-10-5,25
21,74,57,8.147243823304953,Loam,Green,33,21,15,6,1452,889,NPK 20-20-10,29
22,76,52,8.49460895148584,Loam,Black,28,29,16,14,1353,1082,NPK 5-10-5,27
20,65,55,4.83372423113336,Sandy,Oolong,32,35,22,8,576,744,NPK 5-10-5,11
20,60,51,6.162728344065373,Clay,Green,30,30,14,9,655,791,NPK 5-10-5,13
23,76,54,7.079497016946014,Sandy,Black,49,17,19,12,1257,976,NPK 20-20-10,25
26,60,70,5.6897190858720545,Clay,Green,48,33,17,15,656,576,NPK 20-20-10,13
26,80,63,8.152318324806028,Loam,Oolong,32,40,22,16,534,1328,Organic,10
30,71,57,8.38921232024732,Sandy,Green,38,18,21,12,1116,1073,NPK 20-20-10,22
23,80,59,8.354123955124793,Sandy,Oolong,44,23,13,10,1010,1306,NPK 5-10-5,20
28,80,56,5.605206967648732,Loam,Oolong,37,20,24,15,1149,577,NPK 20-20-10,22
28,74,67,7.738948056929016,Loam,Green,40,17,15,20,711,519,Organic,14
25,66,62,7.285034654599311,Clay,Black,36,21,17,19,1067,1498,Organic,21
24,67,59,5.500645056895379,Sandy,Green,48,40,16,9,1479,1076,NPK 5-10-5,29
20,71,53,5.0666598307389075,Sandy,Black,27,31,5,5,847,633,NPK 20-20-10,16
23,71,65,5.066879288041331,Clay,Oolong,37,31,30,14,1028,1138,NPK 5-10-5,20
20,68,63,4.909121426587371,Loam,Black,44,36,8,8,1128,1491,NPK 5-10-5,22
27,66,66,4.678599209517634,Loam,Green,27,40,8,6,827,1481,Organic,16
20,63,61,5.835798548135703,Loam,Black,28,32,6,17,1322,1447,NPK 5-10-5,26
22,65,62,4.726755480234203,Loam,Oolong,36,31,27,13,938,1275,NPK 5-10-5,18
27,72,60,6.447629834659468,Loam,Oolong,41,31,20,11,1148,651,NPK 5-10-5,22
29,74,60,8.41415848191606,Sandy,Oolong,50,19,28,7,1290,1207,NPK 20-20-10,25
26,73,62,5.944827735450215,Sandy,Oolong,46,25,21,19,1474,1122,NPK 20-20-10,29
24,67,60,7.8115298218759115,Clay,Oolong,32,24,28,20,744,786,Organic,14
23,69,62,7.357752181848259,Sandy,Green,38,40,10,8,1094,1252,Organic,21
25,74,51,5.407308932177396,Sandy,Black,39,17,13,7,1487,1003,Organic,29
26,66,68,6.888341050431677,Clay,Green,42,32,13,12,604,785,Organic,12
23,69,67,5.223103921846574,Sandy,Green,46,33,25,9,1278,543,Organic,25
24,70,62,5.1931099119310975,Clay,Black,38,15,7,6,844,1161,NPK 5-10-5,16
21,79,53,7.729944581832871,Loam,Black,35,35,17,7,560,720,Organic,11
29,78,52,7.586726371936697,Clay,Oolong,29,28,23,12,1256,1373,Organic,25
29,68,67,6.664182767307549,Sandy,Black,39,36,7,16,962,587,NPK 20-20-10,19
24,74,59,4.676276911055242,Sandy,Green,40,21,22,20,882,1380,Organic,17
26,62,50,4.622180535434239,Sandy,Oolong,43,32,24,18,773,1176,NPK 20-20-10,15
30,72,58,5.464664970238153,Sandy,Green,45,38,19,14,1114,1164,NPK 20-20-10,22
24,62,58,5.463901726979639,Clay,Oolong,37,34,15,20,1492,1184,Organic,29
23,69,57,6.639154636225463,Sandy,Black,28,21,30,15,1263,807,NPK 20-20-10,25
24,65,61,6.478902887708088,Clay,Oolong,29,22,5,14,1173,1191,Organic,23
30,74,67,5.196564403708288,Loam,Green,26,32,17,20,896,551,NPK 20-20-10,17
28,62,59,7.020560188722692,Loam,Oolong,45,24,24,16,1070,1014,Organic,21
28,61,51,5.736822302878654,Clay,Black,36,35,24,14,1243,633,NPK 20-20-10,24
20,78,62,8.241910898289737,Clay,Oolong,49,26,16,12,1028,613,NPK 20-20-10,20
28,75,61,6.492840774078662,Clay,Oolong,36,32,20,15,1492,789,NPK 20-20-10,29
26,78,70,4.665626796673343,Loam,Black,30,29,29,11,1288,1302,NPK 20-20-10,25
25,65,64,6.8946153308749505,Clay,Green,42,37,10,18,549,713,Organic,10
23,71,52,8.410489087470147,Clay,Oolong,27,19,28,17,555,1092,Organic,11
25,74,58,6.397280813298279,Clay,Black,43,28,5,20,1464,562,NPK 20-20-10,29
24,75,66,6.823536073988164,Loam,Black,44,18,19,20,1308,1250,NPK 5-10-5,26
24,69,54,7.774526736523585,Loam,Oolong,27,39,25,9,1002,990,NPK 20-20-10,20
21,77,63,6.330657996136864,Clay,Oolong,35,22,24,17,979,631,Organic,19
27,72,50,6.606513866318867,Sandy,Black,50,16,22,18,1166,1256,NPK 5-10-5,23
28,68,68,5.7385131042716,Clay,Black,43,32,8,5,1454,1494,NPK 20-20-10,29
23,79,64,7.700972289591196,Clay,Oolong,32,40,21,8,760,969,NPK 20-20-10,15
23,72,51,5.890841235283061,Clay,Black,35,38,5,16,515,523,NPK 5-10-5,10
26,60,70,5.179898580798191,Sandy,Green,47,22,14,13,789,1078,NPK 20-20-10,15
30,70,51,6.469702583611706,Sandy,Black,25,16,19,19,1333,671,Organic,26
23,75,66,4.87451678236099,Sandy,Green,25,38,25,6,752,860,NPK 20-20-10,15
26,79,54,7.585365663825271,Loam,Oolong,28,31,16,17,890,526,NPK 5-10-5,17
28,64,67,6.0151716990271495,Clay,Oolong,42,20,6,6,852,1298,NPK 5-10-5,17
